cut	52
Partition 0	3576,3577
Partition 1	3580,3581,3582
Partition 2	3579,3578,3545
Partition 3	3527,3528,3529
Partition 4	3525,3530,3531
Partition 5	3543,3556,3544
Partition 6	3573,3591
Partition 7	3587,3589,3590
Partition 8	3524,3551,3588
Partition 9	3521,3532,3539
Partition 10	3536,3537,3538
Partition 11	3534,3522,3533
Partition 12	3535,3541,3540,3542
Partition 13	3560,3561
Partition 14	3553,3554,3555
Partition 15	3552,3562,3563
Partition 16	3549,3550,3546
Partition 17	3547,3548,3558,3557
Partition 18	3564,3565
Partition 19	3598,3597,3595,3596
Partition 20	3526,3569
Partition 21	3574,3575,3583
Partition 22	3523,3572,3559
Partition 23	3570,3571,3585
Partition 24	3566,3567,3568
Partition 25	3586,3584,3520
Partition 26	3592,3593,3594
