cut	32
Partition 0	14,67,82
Partition 1	68,93,86,64
Partition 2	12,59,77,83
Partition 3	42,84,79,37
Partition 4	16,65,89
Partition 5	69,71,50
Partition 6	57,34,54,63
Partition 7	31,94,32,97
Partition 8	4,56,26,11
Partition 9	38,8,74,88
Partition 10	27,18,62,20
Partition 11	13,76,72
Partition 12	7,24,85
Partition 13	25,6,52,58,35
Partition 14	92,9,61,45
Partition 15	70,22,99
Partition 16	2,43,46
Partition 17	98,23,87
Partition 18	1,39,96
Partition 19	17,95,44,48
Partition 20	81,15,66
Partition 21	28,78,55
Partition 22	73,47,91
Partition 23	30,0,5,29
Partition 24	49,3,90,60
Partition 25	19,51,10
Partition 26	33,75,53,41
Partition 27	21,80,36,40
