cut	51
Partition 0	27,33,68
Partition 1	1,31,35,49
Partition 2	8,43,70
Partition 3	6,15,65,75
Partition 4	29,48,78
Partition 5	51,56,74
Partition 6	73,13,57
Partition 7	23,28,77
Partition 8	0,44,54,61
Partition 9	24,39
Partition 10	3,63,64
Partition 11	20,14,47
Partition 12	12,19,55
Partition 13	16,46,66
Partition 14	2,9,37
Partition 15	38,42,79
Partition 16	18,30,50
Partition 17	26,52,76
Partition 18	17,41,67
Partition 19	11,25,45
Partition 20	7,72,36
Partition 21	21,53,59
Partition 22	10,5,60
Partition 23	4,62,40
Partition 24	22,34,71
Partition 25	32,58,69
