cut	89
Partition 0	4,41
Partition 1	39,40
Partition 2	37,11,38
Partition 3	7,9
Partition 4	35,6,5
Partition 5	1,0,3,2
Partition 6	49,52,51
Partition 7	46,43,44
Partition 8	34,47,45
Partition 9	69,36
Partition 10	68,67,66
Partition 11	50,65,42
Partition 12	20,22
Partition 13	30,27,29
Partition 14	28,24,26
Partition 15	59,57,21
Partition 16	58,14,60
Partition 17	25,23,56
Partition 18	15,48
Partition 19	10,8,13
Partition 20	61,63,12
Partition 21	62,64
Partition 22	33,32,31
Partition 23	16,17,55
Partition 24	19,53,18,54
