cut	46
Partition 0	33,4,79
Partition 1	0,38,46
Partition 2	66,10,49
Partition 3	54,16,69
Partition 4	1,22,21
Partition 5	50,51,56
Partition 6	34,43,45
Partition 7	14,15,35,77
Partition 8	55,68,59
Partition 9	41,53,65
Partition 10	7,32,76
Partition 11	5,70,24
Partition 12	2,40,58,71
Partition 13	19,44,72
Partition 14	6,18,73
Partition 15	20,48,75
Partition 16	27,42,57
Partition 17	8,17,31,63
Partition 18	74,78,12
Partition 19	11,30,26
Partition 20	13,25,29
Partition 21	23,37,39
Partition 22	36,47
Partition 23	9,52,28
Partition 24	60,62,67
Partition 25	3,61,64
