cut	27
Partition 0	46,45,49,48
Partition 1	1,37,53,38,47
Partition 2	9,17,96,58
Partition 3	3,4,5,56
Partition 4	6,74,10,73
Partition 5	40,41,63,62
Partition 6	8,70,71,72
Partition 7	16,15,66,64,65
Partition 8	44,43,75,61
Partition 9	68,93,69,67
Partition 10	11,12,13,81,14
Partition 11	85,34,33,54,84
Partition 12	29,39,83,82,77
Partition 13	92,7,42,97,91
Partition 14	20,21,36,35
Partition 15	88,30,87,86
Partition 16	19,18,89,55
Partition 17	0,98,32
Partition 18	76,31,94,95
Partition 19	99,28,25,27,26
Partition 20	80,2,79,78
Partition 21	52,51,57,90
Partition 22	23,22,24,60,50,59
