cut	48
Partition 0	50,64,74
Partition 1	2,14,67
Partition 2	48,52,56
Partition 3	30,42,73
Partition 4	45,51,79
Partition 5	12,29,58,72
Partition 6	6,26,61
Partition 7	1,10,13,23
Partition 8	21,40,49,77
Partition 9	5,36,71,43
Partition 10	4,16,80,22
Partition 11	0,20,27,32
Partition 12	15,35,53,69
Partition 13	8,25,31,81,89
Partition 14	19,54,59,88
Partition 15	11,17,28,57
Partition 16	9,85,82
Partition 17	24,60,68,86
Partition 18	44,46,70
Partition 19	62,63,84
Partition 20	18,33,83,39
Partition 21	34,37,38
Partition 22	7,65,75,76
Partition 23	3,47,55,87
Partition 24	41,78,66
