cut	44
Partition 0	3546,3547,3544
Partition 1	3545,3548,3562
Partition 2	3584,3583,3582
Partition 3	3585,3565,3564,3563
Partition 4	3530,3522,3573
Partition 5	3524,3529,3560,3561
Partition 6	3577,3578,3579
Partition 7	3533,3535,3534
Partition 8	3572,3575,3580,3574,3581
Partition 9	3527,3528,3520
Partition 10	3532,3549,3531
Partition 11	3543,3542,3541
Partition 12	3523,3536,3540
Partition 13	3521,3566,3567,3568,3576
Partition 14	3551,3554,3553
Partition 15	3550,3569,3571,3570
Partition 16	3557,3558,3559
Partition 17	3526,3555,3552,3556
Partition 18	3525,3537,3538,3539
