cut	106
Partition 0	81,30,45
Partition 1	84,82,83
Partition 2	0,86,85
Partition 3	15,12,13
Partition 4	22,21,23
Partition 5	16,14,65,40,66
Partition 6	35,19,34
Partition 7	62,20,37,61
Partition 8	72,69,68,71
Partition 9	59,60,88,58
Partition 10	77,57,55,56
Partition 11	25,44,43,54
Partition 12	1,17,50
Partition 13	53,51,52
Partition 14	47,49,48,46
Partition 15	87,64,63
Partition 16	39,38,42,41
Partition 17	89,36,73,74
Partition 18	27,29,28,26
Partition 19	6,5,9
Partition 20	2,32,8,7
Partition 21	10,24,11
Partition 22	4,67,31,18
Partition 23	78,80,70
Partition 24	75,76,3,79,33
