cut	50
Partition 0	3580,3579
Partition 1	3592,3520,3581
Partition 2	3594,3553,3593
Partition 3	3578,3574
Partition 4	3557,3558,3554
Partition 5	3556,3568,3555
Partition 6	3524,3536
Partition 7	3567,3566,3559
Partition 8	3564,3560,3565
Partition 9	3541,3543,3542
Partition 10	3544,3545
Partition 11	3546,3550,3551,3552
Partition 12	3547,3548,3549
Partition 13	3575,3576
Partition 14	3521,3577,3582
Partition 15	3523,3561,3525
Partition 16	3533,3532
Partition 17	3534,3529,3535
Partition 18	3526,3563,3562
Partition 19	3522,3527,3530,3528
Partition 20	3571,3572
Partition 21	3539,3538,3540
Partition 22	3537,3569,3573
Partition 23	3570,3588,3589
Partition 24	3531,3587
Partition 25	3586,3591,3590
Partition 26	3585,3584,3583
