cut	84
Partition 0	0,75,54
Partition 1	38,17,69,30
Partition 2	31,53,65,85
Partition 3	6,20,86
Partition 4	16,37,19
Partition 5	67,36,51
Partition 6	11,35,62
Partition 7	83,47,71
Partition 8	32,76,81,89
Partition 9	7,8,26
Partition 10	12,25,64,74
Partition 11	22,3,87,33
Partition 12	42,43,63,68
Partition 13	29,70,82
Partition 14	49,78,72,80
Partition 15	52,39,14,40
Partition 16	84,24,59
Partition 17	56,46,13
Partition 18	9,28,60
Partition 19	57,4,45
Partition 20	15,50,27,34
Partition 21	21,66,73
Partition 22	10,55,48
Partition 23	5,61,44,18
Partition 24	2,58,79,88
Partition 25	1,41,23,77
