cut	42
Partition 0	1,36,51
Partition 1	0,11,44
Partition 2	26,48
Partition 3	58,66
Partition 4	45,43,50
Partition 5	13,53,54
Partition 6	15,38,41
Partition 7	8,20,24
Partition 8	16,34,49,59
Partition 9	31,60
Partition 10	2,30,35
Partition 11	3,5,9
Partition 12	6,28,64
Partition 13	21,46,33
Partition 14	27,57
Partition 15	14,61,68
Partition 16	32,23,62
Partition 17	4,17,42
Partition 18	22,39,67
Partition 19	47,56
Partition 20	12,55
Partition 21	10,25,63
Partition 22	40,65
Partition 23	29,19
Partition 24	18,69
Partition 25	7,37,52
