cut	45
Partition 0	61,70,79
Partition 1	60,31,46,52
Partition 2	10,35,47,54
Partition 3	2,5,25,48
Partition 4	49,57,82,89
Partition 5	9,21,44,81
Partition 6	17,34,73
Partition 7	6,8,45,59,87
Partition 8	18,23,38,72
Partition 9	28,41,43,53
Partition 10	80,83,62,74
Partition 11	14,69,66,86
Partition 12	1,36,50,55
Partition 13	63,64,84,58
Partition 14	3,4,15,40
Partition 15	0,16,65,20
Partition 16	37,42,77,88
Partition 17	19,30,22
Partition 18	12,13,26,67,78
Partition 19	32,71,39,75
Partition 20	27,29,51
Partition 21	11,24,33
Partition 22	7,56,68,76,85
