cut	48
Partition 0	13,22,26,59,95
Partition 1	76,97,43,62,81
Partition 2	18,15,19,74
Partition 3	36,37,87,80
Partition 4	2,93,4,98,64,77
Partition 5	8,40,10,32
Partition 6	0,5,28,34,39
Partition 7	48,57,23,66
Partition 8	3,29,56,79
Partition 9	1,25,71,52,67,99
Partition 10	27,45,70,53,60
Partition 11	6,46,55,68
Partition 12	12,35,49,50
Partition 13	16,61,63,82
Partition 14	7,11,38,88
Partition 15	44,90,91,54
Partition 16	20,30,31,94
Partition 17	41,42,75,58,78
Partition 18	9,33,47,65,73,84
Partition 19	14,72,51,69
Partition 20	21,17,85,89,24
Partition 21	83,86,92,96
