cut	79
Partition 0	15,78,88
Partition 1	53,30,87
Partition 2	74,37,2
Partition 3	34,28,25
Partition 4	8,68,9
Partition 5	38,39,42
Partition 6	83,11,26,29
Partition 7	10,13,85
Partition 8	71,21,84
Partition 9	12,33,72
Partition 10	22,16,31,69
Partition 11	6,54,61
Partition 12	41,36,73
Partition 13	43,14,18,76
Partition 14	7,86,82
Partition 15	80,35,67,57
Partition 16	3,56,45,59
Partition 17	23,27,44
Partition 18	5,50,17,48
Partition 19	58,62
Partition 20	81,49,63,70
Partition 21	1,65,77
Partition 22	89,46,47
Partition 23	55,64,19
Partition 24	4,0,79
Partition 25	20,51,52
Partition 26	32,24,66
Partition 27	40,75,60
