cut	78
Partition 0	6,81,74,67
Partition 1	56,73,70,99
Partition 2	71,33,22,41
Partition 3	92,98,64,75
Partition 4	59,25,35,3,52,95
Partition 5	60,36,65,50
Partition 6	58,63,14,15
Partition 7	32,61,43,45,88
Partition 8	62,72,76,79
Partition 9	13,53,21,89,51
Partition 10	37,24,29,47,93,55
Partition 11	5,0,97,91
Partition 12	96,18,19,78
Partition 13	48,31,84,94
Partition 14	2,12,30,27,40
Partition 15	20,10,17,83,85
Partition 16	26,49,46,66
Partition 17	16,77,38,54
Partition 18	1,82,11,23,34,80
Partition 19	4,39,42,86
Partition 20	90,28,57,68,69
Partition 21	7,8,9,87,44
