cut	39
Partition 0	3585,3584,3586,3590
Partition 1	3570,3571,3588,3587,3589
Partition 2	3530,3521,3531,3583,3582
Partition 3	3522,3527,3526,3563,3591
Partition 4	3523,3575,3576,3561,3562
Partition 5	3572,3577,3573,3578,3574
Partition 6	3528,3568,3555,3529,3525
Partition 7	3537,3539,3569,3538,3540
Partition 8	3541,3543,3542,3544
Partition 9	3549,3546,3550,3545,3551
Partition 10	3594,3553,3593,3592,3552
Partition 11	3547,3548,3564,3560
Partition 12	3566,3559,3565,3524
Partition 13	3533,3532,3534,3535,3536
Partition 14	3557,3558,3556,3554
Partition 15	3567,3580,3579,3520,3581
