cut	69
Partition 0	3555,3556,3559
Partition 1	3565,3564,3558,3566
Partition 2	3560,3571,3570,3569
Partition 3	3562,3541,3561
Partition 4	3543,3523,3542,3592
Partition 5	3545,3546,3547
Partition 6	3563,3587,3544,3588
Partition 7	3610,3611,3612,3613
Partition 8	3603,3604,3607
Partition 9	3605,3526,3606,3578
Partition 10	3522,3586,3534
Partition 11	3536,3537,3533,3579
Partition 12	3538,3539,3540,3548
Partition 13	3535,3594,3593,3595
Partition 14	3597,3598,3599
Partition 15	3549,3550,3532
Partition 16	3531,3521,3530,3596
Partition 17	3601,3591,3600
Partition 18	3575,3576,3553,3552
Partition 19	3567,3554,3568
Partition 20	3525,3529,3528,3527,3577
Partition 21	3581,3582,3580
Partition 22	3614,3615,3609,3608
Partition 23	3584,3583,3524,3557
Partition 24	3621,3620,3619
Partition 25	3574,3573,3572,3551
Partition 26	3602,3617,3616,3618
Partition 27	3520,3585,3589,3590
