Npart	Sol	Nodes	Constraint	Valid Motif_METIS	Valid Motif_Optimized	Cycle Free_METIS	Cycle Free_Optimized	T_Metis	T_Optimized	cut_Metis	cut_Optimized
7	4	30	lc	False	True	True	True	4	3	11	10
6	1	30	lc	False	True	True	True	3	3	9	9
6	4	30	lc	False	True	True	True	3	3	9	9
6	6	30	lc	False	True	True	True	3	3	9	9
6	7	30	lc	False	True	True	True	3	3	9	9
6	9	30	lc	False	True	True	True	3	3	9	9
8	1	30	lc	False	True	False	True	4	4	12	13
4	4	30	lc	True	True	False	True	3	2	7	7
4	5	30	lc	True	True	False	True	3	2	7	7
4	6	30	lc	True	True	False	True	3	2	7	7
4	7	30	lc	True	True	False	True	3	2	7	7
4	10	30	lc	True	True	False	True	3	2	7	7
5	2	30	lc	True	True	False	True	2	2	8	9
5	10	30	lc	True	True	False	True	2	2	8	9
