cut	109
Partition 1	2131,2132
Partition 2	2066
Partition 3	2133,2135,2134,2136
Partition 4	2142,2076
Partition 5	2143,2144
Partition 6	2130,2139
Partition 7	2129,2068
Partition 8	2063
Partition 9	2145,2148
Partition 10	2146,2147
Partition 11	2088,2089,2062
Partition 12	2082,2083
Partition 13	2138,2140,2141
Partition 14	2149,2150,2151
Partition 15	2085,2086
Partition 16	2079,2080
Partition 17	2081,2084
Partition 18	2090,2092
Partition 19	2078,2091
Partition 20	2077,2067
Partition 21	2096,2075
Partition 22	2112,2113,2110
Partition 23	2069,2111
Partition 24	2087,2109
Partition 25	2093,2107,2108,2106
Partition 26	2094,2095
Partition 27	2097,2098,2103,2104,2105
Partition 28	2099,2100
Partition 29	2102,2101
Partition 30	2192,2193
Partition 31	2191,2190
Partition 32	2187,2189,2188
Partition 33	2196,2194
Partition 34	2186,2195,2197,2198
Partition 35	2199,2200
Partition 36	2185,2124,2183,2184,2182
Partition 37	2064,2125,2126
Partition 38	2065
Partition 39	2118,2073,2119
Partition 40	2120,2180,2179,2181
Partition 41	2121,2122,2123
Partition 42	2116,2117
Partition 43	2072
Partition 44	2156
Partition 45	2158,2157,2160,2074
Partition 46	2070,2163
Partition 47	2164,2166
Partition 48	2155,2159
Partition 49	2161,2162,2165
Partition 50	2170,2169,2172
Partition 51	2137,2153,2152
Partition 52	2167,2154
Partition 53	2168,2171
Partition 54	2114,2071,2115
Partition 55	2176,2175,2178
Partition 56	2174,2173,2177
Partition 57	2127,2128
