cut	28
Partition 0	0,69
Partition 1	4,5
Partition 2	1,2,3
Partition 3	21,45
Partition 4	64,67,66
Partition 5	47,22,46,65
Partition 6	8,9
Partition 7	10,36,68
Partition 8	63,37,38
Partition 9	32,31,33
Partition 10	53,35,49
Partition 11	34,7,44
Partition 12	11,12
Partition 13	13,15,14
Partition 14	40,39,43
Partition 15	20,19,51
Partition 16	57,41,42
Partition 17	18,56,55
Partition 18	17,62,61
Partition 19	52,48,58
Partition 20	50,60,59
Partition 21	25,6
Partition 22	26,27,28
Partition 23	30,29
Partition 24	54,16,23,24
