cut	42
Partition 0	7,26,28
Partition 1	45,42,81,57
Partition 2	20,36,39,49
Partition 3	0,30,31,44
Partition 4	41,47,70,83
Partition 5	8,18,21,48,55
Partition 6	14,54,73,17
Partition 7	9,58,60,62
Partition 8	1,37,52,79,51
Partition 9	10,33,61,64,71,34
Partition 10	13,67,72,80
Partition 11	11,38,88
Partition 12	22,5,29,85
Partition 13	25,53,86,69
Partition 14	15,19,66,78
Partition 15	6,12,43,76
Partition 16	2,23,46,75,84
Partition 17	3,68,16,89,50
Partition 18	24,27,74,82
Partition 19	4,32,40,59,63
Partition 20	65,87,35,56,77
