Npart	Sol	Nodes	Constraint	Valid Motif_METIS	Valid Motif_Optimized	Cycle Free_METIS	Cycle Free_Optimized	T_Metis	T_Optimized	cut_Metis	cut_Optimized
7	2	31	lc	False	True	True	True	4	3	10	10
7	5	31	lc	False	True	True	True	4	3	10	10
6	1	31	lc	False	True	True	True	3	2	10	9
8	4	31	lc	False	True	False	True	3	3	12	11
4	1	31	lc	False	True	False	True	2	2	7	7
4	2	31	lc	False	True	False	True	2	2	7	7
4	3	31	lc	False	True	False	True	2	2	7	7
4	4	31	lc	False	True	False	True	2	2	7	7
4	7	31	lc	False	True	False	True	2	2	7	7
4	10	31	lc	False	True	False	True	2	2	7	7
5	6	31	lc	False	True	False	True	3	3	9	8
