cut	43
Partition 0	5,35,47,48
Partition 1	2,49,57,82,89
Partition 2	25,46,52,61
Partition 3	10,54,70,79
Partition 4	18,23,31,72
Partition 5	6,34,73
Partition 6	8,17,45,59,87
Partition 7	9,21,44,81
Partition 8	38,43,62,74
Partition 9	28,41,53,80,83
Partition 10	12,36,50,55
Partition 11	1,63,64,84,58
Partition 12	37,69,88
Partition 13	14,20,66,86
Partition 14	0,16,65,77
Partition 15	3,4,40,51
Partition 16	7,24,27,56,76
Partition 17	11,33,68,85,29
Partition 18	19,32,22,39
Partition 19	13,26,30,60,67
Partition 20	71,78,15,42,75
