cut	82
Partition 0	89,23,56,79
Partition 1	45,1,94,69,77
Partition 2	65,34,39,32,73
Partition 3	10,26,68,58,29
Partition 4	75,14,54,87,47
Partition 5	30,67,17,86
Partition 6	97,15,85,99,16,64
Partition 7	11,50,4,37
Partition 8	25,7,38,51
Partition 9	92,60,70,55,88
Partition 10	43,76,44,74
Partition 11	57,6,90,53,52
Partition 12	5,66,27,9,72
Partition 13	2,12,24,95,82
Partition 14	31,35,21,28,91
Partition 15	18,20,48,84
Partition 16	0,98,78,46,36
Partition 17	81,13,42,83,96
Partition 18	22,8,41,80,61
Partition 19	3,49,93,33,71
Partition 20	19,62,40,63,59
