cut	107
Partition 0	1226,1225,1227,1223
Partition 1	1229,1230,1228
Partition 2	1212,1213,1217
Partition 3	1209,1210,1208,1231
Partition 4	1232,1157,1158,1159
Partition 5	1202,1148,1149,1203
Partition 6	1205,1207,1206
Partition 7	1128,1218,1219
Partition 8	1201,1204,1224,1130
Partition 9	1126,1155,1156,1129
Partition 10	1160,1167,1169,1168
Partition 11	1175,1122,1174,1170
Partition 12	1153,1154,1152
Partition 13	1131,1137,1138
Partition 14	1123,1124,1150,1151
Partition 15	1179,1180,1178
Partition 16	1181,1191,1192,1190
Partition 17	1094,1171,1172,1173
Partition 18	1133,1135,1136
Partition 19	1085,1125,1093,1132,1086
Partition 20	1161,1162,1200
Partition 21	1139,1140,1165,1166
Partition 22	1146,1143,1144,1147
Partition 23	1184,1185,1189
Partition 24	1187,1163,1164,1188
Partition 25	1109,1110,1088
Partition 26	1099,1108,1121,1120
Partition 27	1176,1127,1177
Partition 28	1087,1106,1107,1105
Partition 29	1182,1183,1141,1142
Partition 30	1195,1198,1199
Partition 31	1193,1196,1194,1197
Partition 32	1090,1186,1092
Partition 33	1134,1116,1117,1118
Partition 34	1096,1112,1113,1119
Partition 35	1095,1097,1098
Partition 36	1100,1104,1145,1091
Partition 37	1101,1221,1220,1222
Partition 38	1089,1102,1111,1103
Partition 39	1234,1115,1233,1211
Partition 40	1114,1214,1215,1216
