cut	35
Partition 0	23,33,37
Partition 1	3,25,56
Partition 2	10,39,51
Partition 3	32,45,59
Partition 4	21,34
Partition 5	41,42,52
Partition 6	6,22,48
Partition 7	7,47,68
Partition 8	20,31
Partition 9	16,69
Partition 10	2,8,19
Partition 11	27,54
Partition 12	1,49,55
Partition 13	5,24
Partition 14	0,38,60
Partition 15	4,13,17
Partition 16	43,65
Partition 17	50,67
Partition 18	9,46,53
Partition 19	14,62,64
Partition 20	11,15,26
Partition 21	30,35,58
Partition 22	36,61
Partition 23	28,57,63
Partition 24	12,18,40
Partition 25	29,66,44
