cut	104
Partition 0	58,56,57,59
Partition 1	46,43,44
Partition 2	45,47,48
Partition 3	21,84,55
Partition 4	49,50,51
Partition 5	52,54,53
Partition 6	11,9,10,8
Partition 7	14,15,16
Partition 8	78,12,13
Partition 9	76,74,72
Partition 10	75,73,77
Partition 11	39,40,41
Partition 12	71,69,70,80,67
Partition 13	33,35,37
Partition 14	32,31,30
Partition 15	29,27,28
Partition 16	2,3,4
Partition 17	1,81,79
Partition 18	65,64,66,68
Partition 19	63,62,60,61
Partition 20	86,87,85
Partition 21	89,0,88,83
Partition 22	6,82,5,7
Partition 23	20,22,42
Partition 24	18,17,19
Partition 25	26,24,23
Partition 26	36,38,34,25
