cut	69
Partition 0	3548,3608,3609
Partition 1	3551,3552,3549
Partition 2	3605,3613,3550
Partition 3	3610,3611,3612,3614
Partition 4	3558,3559
Partition 5	3557,3522,3555
Partition 6	3534,3521,3546
Partition 7	3560,3561,3547
Partition 8	3538,3582,3583
Partition 9	3604,3524,3587
Partition 10	3596,3588,3589
Partition 11	3563,3556,3597
Partition 12	3574,3572,3573
Partition 13	3562,3570,3571
Partition 14	3617,3616,3615
Partition 15	3618,3575,3537,3539
Partition 16	3542,3543,3544
Partition 17	3523,3566,3565
Partition 18	3530,3532,3531
Partition 19	3540,3536,3545
Partition 20	3525,3529,3564
Partition 21	3527,3533,3541
Partition 22	3569,3567,3568
Partition 23	3526,3590,3595,3528
Partition 24	3600,3520,3599
Partition 25	3585,3586,3598
Partition 26	3578,3606,3607
Partition 27	3602,3603,3601
Partition 28	3553,3554,3579
Partition 29	3581,3580,3584
Partition 30	3535,3576,3577
Partition 31	3594,3593,3592,3591
