cut	24
Partition 0	5,73,47,28,78,55
Partition 1	30,0,91,29,53,41
Partition 2	21,33,75,80,36,40
Partition 3	49,3,90,19,51,10,60
Partition 4	2,43,92,9,61,45
Partition 5	70,46,22,23,99,87
Partition 6	1,81,15,39,66
Partition 7	17,95,98,44,48,96
Partition 8	68,93,79,86,64
Partition 9	14,42,16,67,65,82
Partition 10	12,59,77,63,83
Partition 11	57,34,54,69,71,50
Partition 12	4,56,11,38,8,88
Partition 13	26,31,94,32,97,74
Partition 14	7,24,84,85,37,89
Partition 15	13,76,72,18,62,20
Partition 16	25,6,27,52,58,35
