cut	66
Partition 0	3567,3560,3561,3563
Partition 1	3558,3559,3568,3562,3569
Partition 2	3531,3532,3586,3584,3585
Partition 3	3596,3597,3598,3534
Partition 4	3526,3527,3535,3536
Partition 5	3533,3528,3551,3552
Partition 6	3573,3570,3571,3572
Partition 7	3624,3623,3622,3553
Partition 8	3554,3555,3525,3589,3520
Partition 9	3576,3621,3620,3619
Partition 10	3574,3575,3566,3556,3557
Partition 11	3613,3616,3617,3618
Partition 12	3583,3592,3593,3594
Partition 13	3587,3590,3591,3588
Partition 14	3540,3565,3581,3580,3582
Partition 15	3521,3539,3578,3579
Partition 16	3609,3612,3610,3611
Partition 17	3523,3577,3541,3537,3538
Partition 18	3524,3544,3529,3522
Partition 19	3542,3543,3546,3545
Partition 20	3608,3614,3564,3606,3607
Partition 21	3603,3595,3604,3605
Partition 22	3547,3548,3549,3550
Partition 23	3530,3600,3599,3601,3615,3602
