cut	78
Partition 0	31,18
Partition 1	57,38,41
Partition 2	0,10,60
Partition 3	13,39
Partition 4	75,34,66
Partition 5	27,62,46
Partition 6	7,48,15
Partition 7	40,53,33
Partition 8	59,25,58
Partition 9	9,22,23
Partition 10	77,28,65
Partition 11	51,70
Partition 12	1,24,49
Partition 13	12,78,64,21
Partition 14	35,2
Partition 15	61,52,54
Partition 16	79,45,76
Partition 17	37,17,72
Partition 18	29,50,11
Partition 19	19,67,69
Partition 20	4,55,74,47
Partition 21	20,3
Partition 22	14,42,26
Partition 23	30,44,71
Partition 24	36,68,73
Partition 25	8,43
Partition 26	6,32,56
Partition 27	5,16,63
