Npart	Sol	Nodes	Constraint	Valid Motif_METIS	Valid Motif_Optimized	Cycle Free_METIS	Cycle Free_Optimized	T_Metis	T_Optimized	cut_Metis	cut_Optimized
7	1	27	lc	True	True	True	True	4	3	9	10
7	2	27	lc	True	True	True	True	4	3	9	10
7	3	27	lc	True	True	True	True	4	3	9	10
7	4	27	lc	True	True	True	True	4	3	9	10
7	5	27	lc	True	True	True	True	4	3	9	10
7	6	27	lc	True	True	True	True	4	3	9	10
7	8	27	lc	True	True	True	True	4	3	9	10
7	9	27	lc	True	True	True	True	4	3	9	10
6	0	27	lc	True	True	True	True	2	2	8	8
6	1	27	lc	True	True	True	True	2	2	8	8
6	2	27	lc	True	True	True	True	2	2	8	8
6	3	27	lc	True	True	True	True	2	2	8	8
6	4	27	lc	True	True	True	True	2	2	8	8
6	5	27	lc	True	True	True	True	2	2	8	8
6	6	27	lc	True	True	True	True	2	2	8	8
6	7	27	lc	True	True	True	True	2	2	8	8
6	8	27	lc	True	True	True	True	2	2	8	8
6	9	27	lc	True	True	True	True	2	2	8	8
6	10	27	lc	True	True	True	True	2	2	8	8
4	1	27	lc	True	True	False	True	2	2	5	5
4	3	27	lc	True	True	False	True	2	2	5	5
4	5	27	lc	True	True	False	True	2	2	5	5
4	7	27	lc	True	True	False	True	2	2	5	5
5	1	27	lc	True	True	True	True	3	2	7	7
5	3	27	lc	True	True	True	True	3	2	7	7
5	4	27	lc	True	True	True	True	3	2	7	7
5	5	27	lc	True	True	True	True	3	2	7	7
5	6	27	lc	True	True	True	True	3	2	7	7
5	7	27	lc	True	True	True	True	3	2	7	7
5	8	27	lc	True	True	True	True	3	2	7	7
5	9	27	lc	True	True	True	True	3	2	7	7
