cut	51
Partition 0	36,56,63,79
Partition 1	6,17,37
Partition 2	3,21,38,91
Partition 3	46,35,75
Partition 4	9,15,30,43
Partition 5	53,60,80,85
Partition 6	28,70,76,68
Partition 7	4,25,49,87
Partition 8	58,67,78,96
Partition 9	54,89,98
Partition 10	14,16,57
Partition 11	33,51,61
Partition 12	29,83,66,84,86
Partition 13	11,32,39
Partition 14	8,40,88,42
Partition 15	7,27,59,99
Partition 16	24,74,73
Partition 17	55,81,95,97
Partition 18	0,19,31,65,92
Partition 19	12,13,64,77
Partition 20	48,52,72
Partition 21	5,18,22
Partition 22	2,20,71,69
Partition 23	1,10,45,62
Partition 24	41,44,93,94
Partition 25	47,82,90
Partition 26	23,26,34,50
