cut	59
Partition 0	3549,3557,3576
Partition 1	3610,3609,3580
Partition 2	3522,3578,3579
Partition 3	3577,3529,3530
Partition 4	3538,3537,3527
Partition 5	3554,3555,3556
Partition 6	3553,3534,3536
Partition 7	3552,3550,3551
Partition 8	3523,3586,3585
Partition 9	3587,3525,3590
Partition 10	3524,3542,3543
Partition 11	3596,3595,3597
Partition 12	3547,3548,3541
Partition 13	3546,3528,3544,3545
Partition 14	3606,3607,3608
Partition 15	3591,3593,3592
Partition 16	3594,3604,3603
Partition 17	3584,3588,3589
Partition 18	3605,3582,3583
Partition 19	3567,3532,3531
Partition 20	3526,3563,3562,3561
Partition 21	3574,3569,3575
Partition 22	3573,3572,3571
Partition 23	3520,3540,3539
Partition 24	3559,3558,3560
Partition 25	3564,3565,3598
Partition 26	3601,3599,3602
Partition 27	3581,3600,3535
Partition 28	3566,3521,3568,3533,3570
