cut	68
Partition 0	3611,3610
Partition 1	3609,3608,3607
Partition 2	3556,3570,3571
Partition 3	3569,3564,3568
Partition 4	3565,3566,3567
Partition 5	3589,3606,3605
Partition 6	3522,3559,3563
Partition 7	3560,3523,3552
Partition 8	3555,3553,3554
Partition 9	3561,3524,3562
Partition 10	3549,3551,3550
Partition 11	3531,3532,3548
Partition 12	3527,3530,3529
Partition 13	3520,3528,3594
Partition 14	3597,3595,3596
Partition 15	3521,3538,3599
Partition 16	3541,3542,3543
Partition 17	3600,3603,3604
Partition 18	3601,3578,3602
Partition 19	3585,3584,3583
Partition 20	3557,3558,3586
Partition 21	3525,3579,3580
Partition 22	3582,3581,3590
Partition 23	3572,3573,3574
Partition 24	3526,3592,3591
Partition 25	3536,3534,3535
Partition 26	3533,3593,3598
Partition 27	3537,3546,3547
Partition 28	3545,3540,3544
Partition 29	3575,3576,3577
Partition 30	3539,3587,3588
