cut	59
Partition 0	3520,3599,3616,3615
Partition 1	3547,3574,3573
Partition 2	3618,3575,3617
Partition 3	3610,3611,3612,3614
Partition 4	3578,3606,3607
Partition 5	3602,3603,3601,3600
Partition 6	3572,3570,3571
Partition 7	3529,3541,3542,3543
Partition 8	3525,3564,3569,3568
Partition 9	3548,3608,3609
Partition 10	3605,3604,3613,3550
Partition 11	3551,3552,3549
Partition 12	3582,3524,3583,3561,3562
Partition 13	3581,3580,3584
Partition 14	3553,3554,3560,3559
Partition 15	3557,3558,3522,3555
Partition 16	3527,3526,3528,3530
Partition 17	3567,3566,3565
Partition 18	3523,3544,3545
Partition 19	3533,3532,3534,3521,3546
Partition 20	3540,3536,3531
Partition 21	3537,3538,3539,3563
Partition 22	3556,3587,3588,3589
Partition 23	3590,3595,3594
Partition 24	3535,3593,3592,3591
Partition 25	3579,3576,3577,3585
Partition 26	3596,3586,3598,3597
