cut	80
Partition 0	22,21,23
Partition 1	27,24,25,26
Partition 2	5,4,6,7
Partition 3	32,33,35
Partition 4	29,28,30,31
Partition 5	40,39,37,38
Partition 6	18,17,19
Partition 7	20,47,46
Partition 8	13,14,16,15
Partition 9	55,49,48
Partition 10	9,8,10,11,12
Partition 11	36,34,41
Partition 12	43,44,42,45
Partition 13	78,56,54
Partition 14	1,0,2,3
Partition 15	53,52,51,50
Partition 16	77,76,75
Partition 17	63,62,57
Partition 18	79,59,58,60,61
Partition 19	73,72,74
Partition 20	70,69,68,71
Partition 21	64,66,65,67
