Npart	Sol	Nodes	Constraint	Valid Motif_METIS	Valid Motif_Optimized	Cycle Free_METIS	Cycle Free_Optimized	T_Metis	T_Optimized	cut_Metis	cut_Optimized
6	3	23	lc	True	True	False	True	4	3	9	9
4	1	23	lc	False	True	True	True	2	2	6	6
4	2	23	lc	False	True	True	True	2	2	6	6
4	8	23	lc	False	True	True	True	2	2	6	6
4	13	23	lc	False	True	True	True	2	2	6	6
4	16	23	lc	False	True	True	True	2	2	6	6
4	18	23	lc	False	True	True	True	2	2	6	6
4	24	23	lc	False	True	True	True	2	2	6	6
4	25	23	lc	False	True	True	True	2	2	6	6
4	26	23	lc	False	True	True	True	2	2	6	6
4	27	23	lc	False	True	True	True	2	2	6	6
4	33	23	lc	False	True	True	True	2	2	6	6
4	42	23	lc	False	True	True	True	2	2	6	6
4	58	23	lc	False	True	True	True	2	2	6	6
4	62	23	lc	False	True	True	True	2	2	6	6
4	69	23	lc	False	True	True	True	2	2	6	6
4	70	23	lc	False	True	True	True	2	2	6	6
4	73	23	lc	False	True	True	True	2	2	6	6
4	82	23	lc	False	True	True	True	2	2	6	6
4	86	23	lc	False	True	True	True	2	2	6	6
4	87	23	lc	False	True	True	True	2	2	6	6
4	88	23	lc	False	True	True	True	2	2	6	6
4	90	23	lc	False	True	True	True	2	2	6	6
4	92	23	lc	False	True	True	True	2	2	6	6
4	97	23	lc	False	True	True	True	2	2	6	6
4	98	23	lc	False	True	True	True	2	2	6	6
4	104	23	lc	False	True	True	True	2	2	6	6
4	105	23	lc	False	True	True	True	2	2	6	6
4	106	23	lc	False	True	True	True	2	2	6	6
4	126	23	lc	False	True	True	True	2	2	6	6
4	127	23	lc	False	True	True	True	2	2	6	6
4	133	23	lc	False	True	True	True	2	2	6	6
4	144	23	lc	False	True	True	True	2	2	6	6
4	150	23	lc	False	True	True	True	2	2	6	6
4	151	23	lc	False	True	True	True	2	2	6	6
4	156	23	lc	False	True	True	True	2	2	6	6
4	157	23	lc	False	True	True	True	2	2	6	6
4	176	23	lc	False	True	True	True	2	2	6	6
4	179	23	lc	False	True	True	True	2	2	6	6
4	183	23	lc	False	True	True	True	2	2	6	6
4	185	23	lc	False	True	True	True	2	2	6	6
4	187	23	lc	False	True	True	True	2	2	6	6
4	188	23	lc	False	True	True	True	2	2	6	6
3	1	23	lc	True	True	False	True	4	2	5	5
3	2	23	lc	True	True	False	True	4	2	5	5
3	3	23	lc	True	True	False	True	4	2	5	5
3	4	23	lc	True	True	False	True	4	2	5	5
3	7	23	lc	True	True	False	True	4	2	5	5
3	8	23	lc	True	True	False	True	4	2	5	5
3	9	23	lc	True	True	False	True	4	2	5	5
3	10	23	lc	True	True	False	True	4	2	5	5
3	11	23	lc	True	True	False	True	4	2	5	5
3	12	23	lc	True	True	False	True	4	2	5	5
3	13	23	lc	True	True	False	True	4	2	5	5
3	14	23	lc	True	True	False	True	4	2	5	5
3	15	23	lc	True	True	False	True	4	2	5	5
3	16	23	lc	True	True	False	True	4	2	5	5
3	18	23	lc	True	True	False	True	4	2	5	5
3	21	23	lc	True	True	False	True	4	2	5	5
5	68	23	lc	False	True	True	True	3	2	8	8
5	205	23	lc	False	True	True	True	3	2	8	8
5	218	23	lc	False	True	True	True	3	2	8	8
