cut	64
Partition 0	3585,3584,3583
Partition 1	3568,3521,3590,3570
Partition 2	3569,3573,3572,3591
Partition 3	3575,3586,3587
Partition 4	3566,3589,3588,3567
Partition 5	3560,3574,3563,3561,3562
Partition 6	3594,3596,3595,3597
Partition 7	3601,3546,3599,3600
Partition 8	3592,3593,3602,3608
Partition 9	3617,3616,3524,3559
Partition 10	3598,3610,3611,3612
Partition 11	3614,3615,3613,3609
Partition 12	3520,3565,3564
Partition 13	3576,3603,3604,3577
Partition 14	3532,3522,3606,3607
Partition 15	3540,3539,3538
Partition 16	3527,3535,3536,3537
Partition 17	3533,3541,3534,3542
Partition 18	3549,3556,3548,3557
Partition 19	3531,3543,3558,3544
Partition 20	3530,3528,3547,3529
Partition 21	3552,3553,3554,3555
Partition 22	3526,3578,3545,3523
Partition 23	3581,3525,3580,3579,3582
Partition 24	3550,3551,3605,3571
