cut	42
Partition 0	3586,3525,3572
Partition 1	3589,3587,3588
Partition 2	3527,3528,3585
Partition 3	3529,3524,3530,3545
Partition 4	3533,3534,3532
Partition 5	3563,3562,3561
Partition 6	3544,3550,3551
Partition 7	3537,3536,3535
Partition 8	3539,3564,3538
Partition 9	3590,3584,3520,3583,3582
Partition 10	3570,3571,3552
Partition 11	3554,3553,3560
Partition 12	3557,3558,3559
Partition 13	3567,3540,3568,3543
Partition 14	3566,3555,3556,3522
Partition 15	3521,3574,3575
Partition 16	3577,3578,3581
Partition 17	3565,3569,3579,3580
Partition 18	3573,3576,3541,3542
Partition 19	3547,3526,3531
Partition 20	3548,3523,3546,3549
