cut	108
Partition 0	78,80,67
Partition 1	40,69,70
Partition 2	8,39,41
Partition 3	76,75,77
Partition 4	11,9,74
Partition 5	14,15,16
Partition 6	10,12,13
Partition 7	21,84,73
Partition 8	46,45,71
Partition 9	43,72,44
Partition 10	58,57,59
Partition 11	52,56,54
Partition 12	55,53,51
Partition 13	47,48,49,50
Partition 14	22,60
Partition 15	18,17,19
Partition 16	20,24,42
Partition 17	86,34,87
Partition 18	82,83,85
Partition 19	89,0,88
Partition 20	6,5,7,26
Partition 21	1,81,79
Partition 22	2,3,4
Partition 23	63,62,61
Partition 24	65,64,66,68
Partition 25	38,23,25
Partition 26	36,35,37
Partition 27	32,31,33
Partition 28	29,30,27,28
