cut	92
Partition 0	47,23,48
Partition 1	46,45,43,44
Partition 2	58,56,57,59
Partition 3	52,49,50,51
Partition 4	54,21,84,55,53
Partition 5	72,71,69,70
Partition 6	41,78,80,67
Partition 7	8,39,40,42
Partition 8	12,13,14,15,16
Partition 9	11,9,10
Partition 10	76,74,75,73,77
Partition 11	18,17,20,19
Partition 12	36,38,22,60,34
Partition 13	6,5,7
Partition 14	68,26,24,25
Partition 15	29,30,27,28
Partition 16	2,3,4,79
Partition 17	63,62,61
Partition 18	65,35,64,66,37
Partition 19	32,31,1,33
Partition 20	81,82,83,85
Partition 21	89,0,88,86,87
