iteration	t
1	9,10,46,58,65,93,113,132,902,1049,1911,2083,3157,6140
2	6,20,48,88,100,224,232,560,908,1424,6378
3	20,44,136,218,226,262,483,1172,1513
4	11,30,47,72,117,174,210,211,243,375,473,571,737
5	7,11,17,193,229,344,580,908,955,980,1124,1153,4580,7944,9306
6	43,70,164
7	79,170,333,1757
8	1,141,191,1445,1771,5688,9824,11878,12108
9	840,919,3847,5058,5076,5243,6267
10	8,59,278,291
11	13,146,212,257,272
