cut	97
Partition 0	13,14,15,16
Partition 1	10,8,12
Partition 2	11,9,78
Partition 3	76,74,75,77
Partition 4	69,70,67
Partition 5	39,40,41,80
Partition 6	21,84,73
Partition 7	45,43,47,48
Partition 8	46,72,71,44
Partition 9	58,56,57,59
Partition 10	54,55,53
Partition 11	52,49,50,51
Partition 12	35,37,60
Partition 13	63,62,61
Partition 14	65,64,66,68
Partition 15	24,23,25
Partition 16	18,17,20,19
Partition 17	36,38,22,34
Partition 18	32,31,33
Partition 19	6,5,7,26
Partition 20	29,30,27,28
Partition 21	1,81,82
Partition 22	2,3,4,79
Partition 23	89,0,88
Partition 24	86,42,87,83,85
