cut	87
Partition 0	4,79,80,78
Partition 1	1,0,89,2,3
Partition 2	85,86,83,84
Partition 3	88,77,76,74,75
Partition 4	23,25,24,26
Partition 5	30,27,28,29,87
Partition 6	60,58,59,57
Partition 7	66,67,64,63,65
Partition 8	69,68,70,61,55,62
Partition 9	17,14,15,16
Partition 10	11,12,13,73,71
Partition 11	31,35,32,34
Partition 12	43,42,44,33,41
Partition 13	39,36,72,40,38
Partition 14	52,50,54,51,53
Partition 15	37,46,48,45,47
Partition 16	5,7,6,8,9
Partition 17	10,49,56,81,82
Partition 18	19,18,20,21,22
