cut	86
Partition 0	86,85,87,89
Partition 1	88,90,91,92
Partition 2	72,75,73,74
Partition 3	82,81,94,83,84
Partition 4	80,76,77,78,79
Partition 5	18,20,19,22,21
Partition 6	34,36,35
Partition 7	38,39,71,37,40
Partition 8	24,26,25,23
Partition 9	0,1,99,2
Partition 10	97,98,93,95,96
Partition 11	3,5,4,6
Partition 12	7,8,9,10
Partition 13	11,12,14,13
Partition 14	33,49,47,48,46
Partition 15	15,16,44,17
Partition 16	45,43,41,42
Partition 17	28,30,31,29
Partition 18	55,66,65,67
Partition 19	27,32,69,70,68
Partition 20	50,51,53,52,54
Partition 21	64,62,61,63
Partition 22	56,57,60,58,59
