iteration	t
1	2,15,19,129,211,547,1188,1215,1258,1804,2174,2186,2196
2	7,23,61,105,183,635,644,718,723,1418
3	5,21,37,1096,1322,1341,1484,3377
4	1,91,98,462,467,497,1456,1746,5806
5	13,14,27,51,179,256,257,270,310,750
6	395,589,1107,9034,10251
7	1408
8	636,7910,7929,16812,16964
9	13,14
10	5242,5887,12864,13843,14392
