cut	86
Partition 0	1,64
Partition 1	38,40,65
Partition 2	41,39,37
Partition 3	62,63
Partition 4	58,57,56
Partition 5	60,61,59
Partition 6	53,52,54
Partition 7	42,55
Partition 8	43,44,46
Partition 9	50,48
Partition 10	47,51,49
Partition 11	0,69,45
Partition 12	68,66,67
Partition 13	2,3,4
Partition 14	8,9
Partition 15	5,7,6
Partition 16	10,11
Partition 17	33,31,32
Partition 18	36,34,35
Partition 19	12,13
Partition 20	27,25,26
Partition 21	29,28,30
Partition 22	20,24
Partition 23	22,23,21
Partition 24	15,17,16
Partition 25	14,19,18
