cut	35
Partition 0	23,33
Partition 1	25,56
Partition 2	3,37,51
Partition 3	2,8,19
Partition 4	41,42
Partition 5	21,34
Partition 6	5,24
Partition 7	0,38,60
Partition 8	4,13,17
Partition 9	48,69
Partition 10	6,22
Partition 11	27,54
Partition 12	1,16,49,55
Partition 13	12,40
Partition 14	11,15,26
Partition 15	30,35,58
Partition 16	43,65
Partition 17	9,46,53
Partition 18	14,62,64
Partition 19	18,29,66,44
Partition 20	20,31
Partition 21	7,68
Partition 22	47,50,67
Partition 23	36,57
Partition 24	28,61,63
Partition 25	10,39,59
Partition 26	32,45,52
