cut	40
Partition 0	3566,3567,3525,3568
Partition 1	3527,3528,3529,3530,3531
Partition 2	3548,3558,3556,3557
Partition 3	3521,3547,3587,3589,3588
Partition 4	3598,3597,3543,3544
Partition 5	3532,3534,3535,3541,3542
Partition 6	3536,3537,3539,3538,3540
Partition 7	3590,3576,3577,3522,3533
Partition 8	3564,3565,3595,3596
Partition 9	3549,3550,3546,3562,3563
Partition 10	3553,3554,3555,3552
Partition 11	3579,3580,3578,3581,3545
Partition 12	3523,3572,3559,3560,3561
Partition 13	3526,3569,3570,3571
Partition 14	3573,3574,3524,3575,3551
Partition 15	3591,3592,3593,3586,3594
Partition 16	3585,3584,3583,3582,3520
