iteration	t
1	7,8,26,30,32,62,73,94,1944,1946,2665
2	2,6,11,26,27,34,96,110,154,227,243,258,440,479,621,1737,1767
3	6,10,11,57,78,84,111,164,214,1854
4	5,12,21,26,30,52,91,169,365,709,839,1386,3020,6038
5	19,21,33,41,68,80,84,90,98,102,105,272,827
6	27,321,614,630,804,841,2429,2748
7	4,9,45,53,206,594
8	17,34,1395,1903,9193,13291
