cut	30
Partition 0	3580,3581,3582,3528
Partition 1	3587,3583,3585,3586,3584
Partition 2	3588,3544,3532,3546,3545
Partition 3	3575,3576,3578,3577,3579
Partition 4	3539,3540,3543,3525,3541,3542
Partition 5	3572,3573,3522,3535,3534,3533
Partition 6	3551,3520,3571,3570,3569
Partition 7	3523,3530,3536,3527,3531
Partition 8	3537,3538,3547,3548,3549,3550
Partition 9	3552,3553,3554,3559,3558
Partition 10	3556,3557,3560,3555,3568,3567
Partition 11	3524,3529,3561,3563,3562
Partition 12	3521,3565,3574,3566,3526,3564
