cut	52
Partition 0	3566,3567,3568
Partition 1	3563,3564,3569
Partition 2	3596,3553,3597
Partition 3	3599,3576,3598,3520
Partition 4	3570,3575,3574
Partition 5	3536,3537,3527
Partition 6	3561,3562,3522
Partition 7	3538,3540,3541,3548
Partition 8	3549,3551,3550
Partition 9	3528,3534,3535,3552
Partition 10	3555,3532,3530,3533
Partition 11	3589,3592,3593
Partition 12	3585,3595,3594
Partition 13	3580,3583,3586,3584
Partition 14	3554,3523,3556
Partition 15	3521,3539,3587,3588
Partition 16	3525,3565,3590,3591
Partition 17	3579,3578,3577
Partition 18	3542,3545,3546
Partition 19	3524,3572,3573,3557
Partition 20	3531,3559,3560
Partition 21	3543,3544,3547,3558
Partition 22	3526,3571,3582,3529,3581
