cut	108
Partition 0	91,89,90,92
Partition 1	69,70,67,68
Partition 2	23,64,65,66
Partition 3	71,32,82,93
Partition 4	20,22,21,24
Partition 5	85,83,84,25
Partition 6	49,96,95
Partition 7	36,34,12,35
Partition 8	8,19,18,80,17
Partition 9	86,13,72,43
Partition 10	94,88,87,15
Partition 11	77,16,29,14,30
Partition 12	81,41,79,78
Partition 13	28,26,56,48
Partition 14	62,63,37,39
Partition 15	11,9,10,38
Partition 16	0,2,97,4
Partition 17	61,5,7,6,74
Partition 18	31,33,27
Partition 19	3,59,60,58
Partition 20	44,47,46,45,98
Partition 21	99,1,42,40
Partition 22	57,54,55,53
Partition 23	52,75,51,50,76,73
