cut	39
Partition 0	8,17,74
Partition 1	31,63,78
Partition 2	19,44,72
Partition 3	12,18,73
Partition 4	6,20,48,75
Partition 5	28,11,23,30
Partition 6	37,26
Partition 7	13,25,29,39
Partition 8	27,42,57
Partition 9	60,62,67,64
Partition 10	9,36,47,52
Partition 11	33,51,79
Partition 12	0,38,46,66
Partition 13	3,49,61
Partition 14	54,16,56,69
Partition 15	1,22,50
Partition 16	4,10,21
Partition 17	5,53,65
Partition 18	7,41,58
Partition 19	2,70,24,40,71
Partition 20	34,43,45
Partition 21	14,15,35,68,77
Partition 22	55,32,76,59
