cut	65
Partition 0	36,5
Partition 1	13,11,56
Partition 2	8,20
Partition 3	2,19
Partition 4	28,9,15
Partition 5	33,63,69
Partition 6	22,61,68
Partition 7	17,31
Partition 8	45,60
Partition 9	21,37
Partition 10	65,30,42
Partition 11	6,52
Partition 12	46,25,26,59
Partition 13	50,51
Partition 14	34,66
Partition 15	0,53,57
Partition 16	54,35,1
Partition 17	12,38,27
Partition 18	7,64
Partition 19	39,58,40
Partition 20	16,47
Partition 21	41,44,43
Partition 22	18,32,55
Partition 23	23,3
Partition 24	67,10,24
Partition 25	4,48,29
Partition 26	62,14,49
