cut	108
Partition 0	22,12,13
Partition 1	40,21,23
Partition 2	65,66,85
Partition 3	14,81,30
Partition 4	0,86,16
Partition 5	84,15,82,83
Partition 6	45,43,54
Partition 7	25,69,44
Partition 8	77,57,55,56
Partition 9	62,68,61
Partition 10	59,60,58
Partition 11	35,19,34,37
Partition 12	72,20,88,71
Partition 13	36,1,17
Partition 14	3,64,38
Partition 15	89,87,63
Partition 16	42,41,52
Partition 17	49,53,51
Partition 18	50,73,74
Partition 19	67,47,18,48,46
Partition 20	27,29,28,26
Partition 21	6,5,9
Partition 22	2,32,8,7
Partition 23	75,79,33
Partition 24	31,80,70
Partition 25	78,4,24
Partition 26	76,10,39,11
