cut	57
Partition 0	22,76,81
Partition 1	26,59,95
Partition 2	13,97,43,62
Partition 3	18,36,80
Partition 4	2,37,87,93
Partition 5	15,19,74
Partition 6	4,98,64,77
Partition 7	5,28,34
Partition 8	0,39,57,23
Partition 9	8,10,32,56
Partition 10	3,48,66,79
Partition 11	1,25,40,99
Partition 12	71,52,67
Partition 13	29,53,60
Partition 14	27,45,70
Partition 15	16,61,82
Partition 16	7,11,91
Partition 17	38,88,90
Partition 18	6,55,68
Partition 19	12,46,49,50
Partition 20	14,51,69
Partition 21	44,35,54
Partition 22	20,30,65
Partition 23	9,31,33,41
Partition 24	42,94,58
Partition 25	47,73,84
Partition 26	63,17,72,89
Partition 27	83,85,92
Partition 28	75,86,96
Partition 29	21,24,78
