cut	107
Partition 1	2138,2139,2140
Partition 2	2130
Partition 3	2129,2068
Partition 4	2142,2076
Partition 5	2066,2131
Partition 6	2132,2133,2135,2134,2136
Partition 7	2143,2144,2151,2152
Partition 8	2141,2149,2150
Partition 9	2145,2148
Partition 10	2146,2147
Partition 11	2099,2100
Partition 12	2094,2095
Partition 13	2082,2083
Partition 14	2109,2108
Partition 15	2069,2111
Partition 16	2093,2107,2106
Partition 17	2088,2089
Partition 18	2063,2062
Partition 19	2102,2103,2101,2104,2105
Partition 20	2078,2090,2091,2092
Partition 21	2077,2067
Partition 22	2096,2097,2098,2075
Partition 23	2065
Partition 24	2085,2086,2087
Partition 25	2081,2084
Partition 26	2156,2155,2159
Partition 27	2161,2162,2165,2170
Partition 28	2070,2163
Partition 29	2164,2166
Partition 30	2072,2074
Partition 31	2158,2157,2160
Partition 32	2167,2168,2171
Partition 33	2169,2172
Partition 34	2137,2153,2154
Partition 35	2127,2128
Partition 36	2176,2175,2178
Partition 37	2120,2174,2179,2173,2177
Partition 38	2180,2181
Partition 39	2199,2200,2184
Partition 40	2185
Partition 41	2195,2197,2198
Partition 42	2186
Partition 43	2187,2189,2188
Partition 44	2196,2194
Partition 45	2121,2122,2123
Partition 46	2124,2183,2182
Partition 47	2064,2125,2126
Partition 48	2112,2113,2110
Partition 49	2114,2071,2115
Partition 50	2118,2073,2119
Partition 51	2116,2117
Partition 52	2190
Partition 53	2192,2191,2193
Partition 54	2079,2080
