cut	38
Partition 0	25,44
Partition 1	9,12,34
Partition 2	42,50,52
Partition 3	33,38
Partition 4	54,59,66
Partition 5	27,32
Partition 6	22,45
Partition 7	0,65,58
Partition 8	51,61,68
Partition 9	11,17
Partition 10	24,29
Partition 11	36,56
Partition 12	8,40,41,62
Partition 13	67,20,43
Partition 14	2,26,48
Partition 15	35,47,64
Partition 16	28,55
Partition 17	1,60
Partition 18	4,53
Partition 19	3,5,6,31
Partition 20	46,63
Partition 21	19,39
Partition 22	16,21,57
Partition 23	37,49
Partition 24	7,13,14
Partition 25	23,30,69
Partition 26	10,15,18
