cut	56
Partition 0	3594,3595,3596
Partition 1	3527,3531,3520,3528
Partition 2	3611,3610,3549,3548
Partition 3	3561,3564,3563,3562
Partition 4	3532,3524,3551,3550
Partition 5	3569,3568,3567
Partition 6	3571,3609,3608,3607
Partition 7	3556,3570,3555,3553,3554
Partition 8	3597,3598,3605,3604
Partition 9	3558,3522,3559,3552
Partition 10	3565,3566,3589,3606
Partition 11	3560,3523,3530,3529
Partition 12	3521,3541,3542,3543
Partition 13	3538,3539,3540,3544
Partition 14	3537,3546,3547,3545
Partition 15	3536,3534,3535,3533
Partition 16	3526,3592,3593,3591,3590
Partition 17	3572,3573,3574
Partition 18	3585,3586,3584,3583
Partition 19	3575,3576,3577,3587,3588
Partition 20	3599,3600,3603
Partition 21	3580,3601,3578,3602
Partition 22	3557,3525,3582,3581,3579
