cut	81
Partition 0	62,63
Partition 1	60,61,59
Partition 2	58,57,56
Partition 3	0,1,2
Partition 4	64,65
Partition 5	69,68,66,67
Partition 6	50,51,49
Partition 7	40,47
Partition 8	38,39,37
Partition 9	41,43
Partition 10	42,44,55
Partition 11	45,48,46
Partition 12	7,6
Partition 13	12,11,13
Partition 14	8,9,10
Partition 15	3,4,5
Partition 16	36,34,35
Partition 17	33,31,32
Partition 18	53,52,54
Partition 19	14,15,16
Partition 20	19,17,18
Partition 21	27,26
Partition 22	29,28,30
Partition 23	24,25
Partition 24	22,20,23,21
