cut	112
Partition 0	69,68,70
Partition 1	58,55,57
Partition 2	60,61,62,59
Partition 3	80,81
Partition 4	22,23,67
Partition 5	74,66,29
Partition 6	64,63,65
Partition 7	77,76,78
Partition 8	0,89,88
Partition 9	1,2,3,79
Partition 10	25,24,26
Partition 11	30,27,28
Partition 12	85,83,84
Partition 13	75,86,87
Partition 14	56,82
Partition 15	17,31,32
Partition 16	14,15,16
Partition 17	36,34,33
Partition 18	39,72,38
Partition 19	73,71,35
Partition 20	43,42,41,40
Partition 21	52,37,50
Partition 22	54,51,53
Partition 23	49,46,48
Partition 24	45,47,44
Partition 25	19,18,20
Partition 26	5,7,21
Partition 27	4,6,8
Partition 28	9,10,11,12,13
